,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
609,Pbx4,Sctr,Sema6c,Crb2,Sctr,Fcrla,Kif14,Clhc1,Card9,Ccl7,Itgax,Lhfpl5,Rasa4,Piezo1,Nme5,Gfra3,Plin1,Iglc1,Ttc25,Ccl22
610,Arhgap36,Nudt17,Pltp,Chodl,Pirb,Efcab1,Rrad,Piwil2,Npy,Slc38a3,Th,Gprc5c,Cacna1c,Shisa5,Nmbr,Cd8a,Klrb1a,Apobec2,Dnah11,Crygn
611,Fam149a,Lta,Ccdc88c,Snai1,Lrrc36,Nmbr,Adam33,Icam2,Gpam,Dnaaf1,Ccdc65,Isg20,Tmem145,Slc6a17,Cabcoco1,Oas3,Il6,Myh2,Spata17,Espn
612,Prrt4,Syt17,Inhba,Fcrla,Zmynd10,Nme5,Tyrobp,Grasp,Zc3hav1,Aldh1a7,Hes5,Lrrc9,Fxyd7,Btg1,Iqcd,Enpp3,Tmprss2,Catip,Pbx4,Hydin
613,Lrrc10b,Dnali1,Prodh,Ntn4,Kif9,Neurl1b,Gzma,Ribc1,Tmem131l,Dnah3,Tekt1,Lox,Abcc9,Ncf2,Smim38,Alas2,Ifng,Lrrc43,Lox,Mylk2
614,Asap3,Rsph4a,Cald1,Efcab1,Col28a1,Ctsw,Gtse1,Nsl1,Tctn1,Nccrp1,Dynlrb2,Clec14a,Gjc3,Sncg,Slc4a9,Cdca8,Il15,Tnnt1,Dlec1,Itih4
615,Trpc4,Fam216b,Col27a1,Lbp,Meig1,Wdr66,Carns1,Rasgrf1,Aldh1a7,Sptlc3,Rsph1,Rsph1,Fcho1,Nptxr,Ctsw,S100a7a,Pim1,Jph2,Ubxn10,Lrrc36
616,Pik3r3,Fhad1,Car4,Nme5,Dnali1,Stat4,Itgax,Onecut3,Piezo1,Sytl3,Nr4a3,Drc1,Grin2b,Perp,Mybpc1,Tbx21,Tbc1d10c,Gpc3,Casc1,Clec14a
617,Efcc1,Kif9,Map3k20,Nmbr,Rsph4a,Trpc4,Rnf122,Il12rb2,Stk10,Trbv13-1,F2r,Top2a,Syt17,Gpam,Ubd,Klra2,Tekt1,Cfap47,Dnah9,Spag16
618,Fos,Calml4,Rapgef3,Ctsw,Pou2af1,Hist1h1b,Itih2,Onecut2,Nudt17,Ltf,Ngfr,Rassf10,Spata33,Haghl,Nat2,Il15,Grap2,Th,Iglc2,Ccdc121
619,Slc19a1,Nfkbie,Prima1,Stat4,Ak7,Tmem114,Nek2,Rbm24,Gprasp2,Tex29,Efhc1,F2r,Armc2,Tmem63a,Calml4,Foxm1,Spata18,Tekt1,Fam167a,Nos2
620,Sncg,Apobec2,Cfap69,Wdr66,Fam216b,Uhrf1,Clec10a,Foxf1,Zfr2,Cfd,Enkur,Ngfr,Kcnd3,C1s1,Egfl8,Daxx,Akr1b7,Dynlrb2,Sp8,Dsp
621,Cfap44,Ccdc151,Cacna1h,Trpc4,Dusp5,Fam183b,Col13a1,Fam43a,Vtn,Adgrg2,Rph3al,Thbs1,Sox11,Cxcr4,Lrrc71,Rras2,Styxl1,Rsph1,Ankle1,Tmem232
622,Gdpd2,Hist1h2ae,Slit3,Il9r,Sdc1,Thbs1,Ifih1,Rsad2,Satb1,Slc27a3,Chodl,Itgb7,Matn4,Pcp4,Mgl2,Herc6,Olfr273,Blk,Rgs22,Ccl2
623,Lmo4,Lrg1,Sprr1a,Fam183b,Susd5,Vwa5b1,Cxcl9,Samd13,Isg20,Tmem40,Trim7,Spn,Col25a1,Atp8b2,Trp53i11,Gpr174,Fcnb,Nr4a3,Cd28,Uhrf1
624,Mycl,Lrrc43,Ly6a,Uhrf1,Apobec2,Spata33,Prelp,Utf1,Gprc5c,Tap1,Ntn4,Ntn4,Vars,Cacna1h,Adam33,Fam167a,Tmem74bos,Enkur,Eno4,Nanos3
625,Nmur2,Catip,Wnk4,Lrrc51,Tcap,Efcab12,Strip2,Slc45a1,Cacna1c,Sstr4,Fcrla,Myom1,Tm4sf1,Zik1,Ifi211,Slc4a1,Prr33,Efhc1,Cemip,Lrrc9
626,Dnah9,Tnnt1,Nts,Odf3b,Tmc8,Cfap126,Pi16,Ucn,Rab36,Fank1,Drc1,Fcrla,Arc,Nkx6-1,Ttll6,Glis3,Nhlh1,Ccl4,Zmynd15,Spag8
627,Osbp2,Jph2,Shisa9,Pkd2l1,Lrrc43,Anxa11,Ctla2a,Rdh1,Zfp488,Gas2l2,Nme5,Nmbr,Foxj1,Dnaaf1,Myl2,Atf3,Trbv12-2,Car3,Ccdc89,Nms
628,Adgrl4,Ccdc65,Gjd2,Vwa5b1,Catip,Rgs14,Itgae,Eps8l2,Kcns3,Zc3hav1,Ifit1,Hs3st2,C1qc,Rnf213,Col28a1,Ccl2,Kcne2,Snai1,Drc3,Plin5
629,Tsga10,Susd5,Pik3r3,Spata33,Plbd1,Hcrtr1,Cd5l,Nfatc1,Hcrtr2,Kcnh4,Sfrp4,Stat4,Gad2,Unc13b,Tent5a,Fabp4,Henmt1,Chodl,Aoc3,Cox6a2
630,Cfap46,Dnaaf3,Otp,Efcab12,Ccdc65,Fam129c,Sco2,T2,Endog,Marveld3,Wdr66,P3h2,Ebf1,Iqub,Des,Ajuba,Rhd,Ntn4,Gal,Dnah12
631,Ccdc151,Ifi27l2a,Arvcf,Obscn,Th,Calr4,Pln,Fbln5,Dsp,Folr1,Stat4,Mgl2,Zfr2,Tcim,Spag16,Fbln5,Alox12b,Efcab1,B3gnt4,Cd109
632,Them6,Rsph1,Esam,Cfap126,Cfap47,Lrrc23,Pla2g4f,Grik3,Sigirr,Pifo,Trpc4,Fam183b,Efhc1,Eppk1,B3gnt5,Ngfr,Pabpc1l,Myom1,Rassf9,Cfap126
633,Cemip2,Tekt1,Atp13a4,Myo1g,Lhfpl5,Aox3,Urah,Lrguk,Kcnn3,Grm6,Postn,Sprr1a,Slc6a7,Rasgrp4,Mak,Unc5cl,Igkv8-30,Rem1,Ifi209,Olfr78
634,Nr4a1,Cpne4,Npas1,Calr4,Isg20,Ccl3,Atp13a2,Arhgef1,Bace2,Art1,Fam183b,Gbp4,Adap2,Thbs1,Adh1,Ngp,Fbxo47,Nme5,Nmu,Pdlim3
635,Nfasc,Itgax,Npy,Rgs14,Dynlrb2,Iglc1,Hba-a2,Acvrl1,Sema3e,Cckar,Hba-a2,Vwa5b1,Cbln1,Frmd4a,Drc7,Esam,Fam178b,Nmbr,Fank1,Tnfaip8l3
636,Cfap74,Uts2,Ptprb,Fam129c,Rsph1,Celsr1,Knl1,Podxl2,Gjd2,Rxfp3,Spata33,Efcab12,Ggt7,Kcnab1,Trh,Pdcd1lg2,Dnah2,Wdr66,Comp,Stk33
637,Grin2c,Runx3,Nrgn,Pnpla3,Tcim,Nudt17,Cyp26b1,Shox2,Caly,Ahsg,Vwa5b1,Rassf9,Foxf1,Fyn,Spp1,Oasl1,Cd69,Ctsw,Map3k7cl,Ighg3
638,Akain1,Enkur,Adgrl4,Trh,Tnf,C1qtnf3,Sytl3,Cpa6,Dusp4,Cd209c,Thbs1,Tcf7,Slc4a10,Itpr3,Tmem212,Igkv4-72,Cpa6,Wnk4,Fam166b,Pln
639,Gpc3,Efhc1,Cmpk2,Ccl3,Nr4a3,Cnr2,Ccr4,Nos2,Irf7,Has1,Cfap126,Rnf2,Trp53i11,Cemip,Cfap61,Des,Ntf3,Syt10,Cfap54,Nme9
640,Tubb4a,Lrrc9,Ifit3,Lrrc23,Top2a,Lypd1,Acss3,Cnksr1,Rreb1,Ecrg4,Obscn,Obscn,Itgam,Icosl,Hrk,Trbv13-1,Npffr1,Trpc4,Izumo1r,Lrp2
641,Daxx,Chodl,Ahnak2,Ajuba,Enkur,Prickle3,Cd209c,Serinc4,Serpinf1,Iqub,Iigp1,Lrrc10b,Tnfrsf12a,Tcof1,Dnah11,Rasgef1b,Slc30a2,Il2rb,Slfn5,Cfap45
642,Cdk18,Sdc1,Sema6a,Celsr1,Ccl4,Syt17,H2-Q2,Hspa1b,Dusp1,Ak8,Rgs14,Rgs14,Hsf4,Gjb2,Spata17,Sox18,Atp1b4,Mgl2,Dnah6,Nmur2
643,Fam43a,Cd40,Arhgap33,Hrk,Gpc3,Nos1,Rslcan18,Mnx1,Ighm,Nfatc1,Hcrtr1,Hcrtr1,Slc19a1,Clec2d,Nudt17,Hbb-bt,Qrfprl,Fam183b,Slc18a3,Catip
644,Hrk,Ntn4,Kcnk3,Pde4c,Ifit1,AA467197,Cdc6,Echdc3,Pik3ap1,Spata33,Aox3,Slc18a3,Coq8b,Acot5,Mndal,Cass4,Ttc6,Cyp26b1,Foxf1,Ccdc146
645,Hcn2,Myom1,Ttll3,Nudt17,Sfrp4,Ttc21a,Slc24a5,Pacrg,Kcnab3,Xirp2,Cxcr4,Foxf1,Zfp941,Foxm1,Lmod1,Shcbp1,Wfdc8,Efcab12,Gipr,Sp8
646,Kcns3,Pih1d2,Fabp3,C1qtnf3,Chodl,Kif9,Iigp1,Ect2,Gjb1,Phox2a,Prrt4,Mns1,Syt6,Iqca,Ubxn10,Ighg2b,Dmrt2,Vwa5b1,Slc10a4,Gpr171
647,Esam,Rph3al,Col24a1,Sctr,Clec14a,Fhad1,Egfl8,Plin5,Inpp5d,Esr2,Celsr1,Tnfaip3,Rasgrp3,Fam81b,Casc1,Lpar2,C1ql4,Spata33,Zmynd10,Clec2i
648,Mia,Nmbr,Rab3b,Cnr2,Cfap65,Jchain,Atp8b2,Cox6a2,Rasl12,Chrna3,Ccl5,Cacng5,Lhfpl5,Plin3,Dlec1,Bace2,Gfy,Cfap126,Lrrc36,Sema3e
649,Inhba,Nme5,Hs3st2,Dusp2,Ntn4,Col6a3,Slc6a12,Tnfrsf17,Sod3,Gjd3,Pde4c,Nfkbie,Akap13,Kcnh2,Lypd1,Hsd17b1,Slc17a7,Obscn,Socs1,Itgae
650,Lmnb1,Foxm1,Arc,Prickle3,Myom1,Ccdc151,Angptl1,Inhba,Rem1,Kif4,Hrk,T2,Thpo,Htr5b,Prickle3,Cenpe,Slc6a16,Ifi203,Ccdc153,Il15
651,Slc2a1,Cxcr5,Ralgps2,Syt17,Efcab1,Lat,Pi15,Rrad,Vcan,Tctex1d1,Ms4a6c,Igtp,Hdac6,Man1a,AA467197,Kif14,Pla2g4f,Calr4,Mybpc1,Mroh3
652,Onecut2,Cyp26b1,Star,Lypd1,Btla,Cdca3,Col27a1,Vsig2,Degs2,Cass4,Ptpn7,Celsr1,Trh,Plekha7,Top2a,Dhh,Mindy4b-ps,Hcrtr1,Lta,Ffar1
653,Drc1,Col20a1,Stk10,AA467197,Nmbr,Btk,Cd7,Prkcd,Kcnc1,Acot5,Csf2rb,Stra6,Ascl2,Dmkn,Ankle1,Prg4,Crct1,Rgs14,Mycbpap,F2r
654,Itm2a,Ly6d,Bcl2,Tcim,Nme5,Oprd1,Zfp951,Hoxa13,Sla,Dlgap5,Cnr2,Myoc,Tnnc1,Ccdc89,Sp8,Ch25h,Sis,Lox,Rsph4a,C1s1
655,Cfap65,Matn2,Akap13,Kif9,Spn,Susd5,Ngp,Osbp2,Kcnj3,Troap,C1qtnf3,Lrrc51,Stra6,Myocd,Hist1h2ap,Ddx60,Syna,Ccl3,Dnali1,Ribc2
656,Thbs1,Stat4,Palmd,Jchain,Wdr66,Plau,Echdc3,Car5a,Lrp8,Magix,Kcnj8,Hrk,Zbp1,Adamtsl1,Rnf2,Cd7,Angptl1,Lrrc23,Meig1,Calcb
657,Col16a1,Wdr66,Spp1,Ttc21a,Ctsw,Cpne4,Rnf2,Lypd1,Gal,Echdc3,Mns1,Pde4c,Ccdc60,Col15a1,Itgae,Trbv12-2,Rdh1,Rassf10,Hist1h2ae,Dnase1l3
658,Gjd2,Trpc4,Tac1,Slc6a13,Fbln5,Sdc1,Arhgap19,Prickle3,Ngef,Nek2,Hspb6,Nudt17,Cnp,Adgrb1,Cd28,Cdca3,Hbb-bt,Hrk,Fam216b,Dnah5
659,Rnf207,Trim7,Rgs9,Stap1,Star,Cd55,Myocd,Arid3b,Pnck,Il1b,Prickle3,Togaram2,Ccl5,Cfap70,Rgs22,Clec4d,Cemip,Pde4c,Ak7,Sp140
660,Grid2ip,Fam183b,Tmem88b,Ccdc151,Wnt6,Ccr6,Oas3,Lhcgr,Ttll8,Ngp,Lypd1,Calca,Trpc4,Daxx,Neurl1b,Syna,Afap1l2,Zmynd15,Gjb2,Smim38
661,Syt17,Uhrf1,Pllp,AW551984,Tgm1,Uts2,Ccdc114,Knl1,Rpgr,Ms4a4a,Syt17,Prickle3,Tap1,Rec8,Cdca3,Il1b,Dytn,Lypd1,Cd3e,Foxp3
662,H2-Q2,Efcab12,Irgm1,Cdca3,Eno4,Tmc8,Syt15,Plch2,Ralgps2,Trp73,Bmp4,Lypd1,Ppip5k1,Ssh3,Gal,Timp1,Actg2,Syt17,Apobec2,Cxcr3
663,Wnk4,Sp140,Serpinf1,Btk,Fam183b,Fcrl1,Cdc20,Atp6v0a1,Hif3a,Slc24a5,Kif9,Tk1,Scnn1a,Gimap8,Zik1,Zfp273,Cnksr1,AA467197,Catip,Cd69
664,Slco1a4,Tcim,Kcnd3,Islr,Ccbe1,Lrrc9,C1qtnf3,Wdr38,Ccdc3,Lhx2,Fhad1,AA467197,Kcnip2,Ebf4,Rrm2,Spdl1,Trpv6,Fhad1,Tnnt1,Dnah2
665,Sema7a,Cfap126,Cemip2,Oprd1,Dhh,Gprc5c,Nsl1,Slc27a3,Rapgef3,Cdc6,Jchain,Epsti1,Nos1ap,Bcl2,Fam166b,Wif1,Urah,Ttc21a,Lrrc43,Lyz1
666,T2,Tent5a,Fxyd6,Zik1,Vwa5b1,Lhfpl5,Acta2,Nccrp1,Cmpk2,Olfr558,Sbspon,Kif9,Gbp4,Hoxb8,Map3k7cl,Cd300lg,Slc26a7,Kif9,Smim5,Mlf1
667,Ptprb,Hcrtr1,Lmo4,Susd5,Spata33,Isg20,Rdh1,Pdzk1ip1,Adgrl2,Onecut3,Ccdc151,Jchain,Ccdc96,Wdr63,Fank1,Wnt10b,Tdrd12,Myh1,Ccdc65,Cox8b
668,Car4,Fam129c,Col9a3,Thbs1,Efcab12,Cyp26b1,S100a9,Gp1bb,Prrt1,Iqca,Calca,Ccdc96,Khdrbs2,Dnah3,Nmu,Spp1,Grpr,Ccdc151,Th,Ttc16
669,Kcng2,Calr4,Synpr,Cpne4,Kif6,S1pr4,Plau,Ano1,Ly6a,AI987944,Cfap44,Col28a1,Nppc,Islr,Tuba1c,Pheta2,Hsf2bp,Cdca3,Itih2,Car3
670,Cmpk2,Dhh,Pou4f1,Plbd1,Cfap126,Lrguk,Zic1,Slc30a3,Tbx1,Rasl12,Vcan,Ccdc151,Col19a1,Gprasp2,Cd55,Igkv1-122,Sh3rf2,Gbp4,Dynlrb2,Ubd
671,Rapgef3,Olfml2a,Bhlhe22,Uts2,Lrg1,Tnf,Comp,Ebf4,Arhgef18,P3h2,Oprd1,Itgax,Gad1,Mrgprh,Ccr6,Foxd3,Syt8,Trbc1,Rsph1,Jchain
672,Lypd1,Lrrc23,Nnat,Ccr6,Calr4,Sapcd2,Il6,Mef2b,Efcab12,Smim38,Susd5,Smim5,Hoxd11,Lmo3,Lrrc9,Wnt16,Serinc4,Zik1,Nr4a3,Fank1
673,Strip2,Kif6,Il34,Cd55,Hcrtr1,Pih1d2,Ifng,Acad12,Spata33,Btg2,Zik1,Paqr5,Timp1,Vwf,Zmynd10,Slco2a1,Mroh8,Susd5,F2r,Gpr179
674,Vwa5b1,H2-DMb2,Efcc1,Cd2,Tcf7,Thpo,Pabpc1l,Wnt2b,Tslp,Gpr139,Cpne4,Gimap9,Tchh,Rsph14,Lrrc36,Ppfibp1,Gzma,Oprd1,Tnni3,Cfap73
675,Pnpla3,Cfap54,Tnnc1,Fbln5,Csf2rb,Foxm1,Trbv12-2,Matn1,Agbl4,Vsig2,Itk,Runx3,Hs3st2,Hoxc8,Slc10a4,Sytl3,Fank1,Tcf7,Ccl4,Daw1
676,Myo7a,Ccbe1,Plxnb3,Isg20,Mapk15,Cxcr5,Rhd,Vwf,Hcn3,Vip,Hvcn1,Tmc8,Rfx2,Anxa6,Tnf,Ccr4,Eps8l2,Cpne4,Rph3al,Gpr174
677,Lama5,Wnt6,Thap1,Lhfpl5,Lrrc23,Dnaic2,Henmt1,Gjd3,Inava,Zmynd10,Ccr6,Rrm2,Syt5,H2-Q4,Igkc,Il27,Daw1,Filip1l,Car3,Eps8l2
678,Atp13a4,P3h2,Irx3,Lrrc9,Il2rb,Grap2,Akr1b7,Pbk,Usp18,Dmkn,Uts2,Oprd1,Card9,Des,Foxm1,Cd163l1,Eppk1,Uts2,Chodl,Btg1
679,Kank3,Mapk15,Cxcl12,Hes5,Col6a3,Fam167a,Atp1b4,Zfp982,Syt17,S100a8,Cd55,Zik1,Isg20,Rgs7bp,Rsph4a,Smim5,Muc13,Cd55,Dusp2,Ifi205
680,Bach2,Cacng5,Klf2,Psd4,Celsr1,Cd5,Slc30a2,Phox2a,Nfkbia,Ccl2,Plbd1,Hba-a2,P3h2,Sp100,Dnali1,Nsl1,Nppb,Ccr6,Efcab1,Ak8
681,Fhad1,Iglc1,Pacrg,Tnf,Ccdc153,Eno4,Clec4d,Cacng6,Slc6a1,Cnn1,Spef2,Gjd2,Vat1l,Hspa1a,Meig1,Ildr1,Teddm2,Plbd1,Myom1,Kif27
682,Adam33,Myh1,Mylk,Lrguk,Hrk,Sprr1a,Cdkn2a,Ifit2,H2-Q7,Ighg2b,Plau,Dpt,Cald1,Tap1,Grap2,Kif4,Fosb,Lhfpl5,Fcrla,H2-Q2
683,Mfap3l,Lypd1,Cartpt,Ccl5,Pde4c,Otp,Lrr1,Tapbp,Kif9,Mybpc1,Sdc1,Tcim,Zic2,Ppip5k1,Ak7,Has2,Ush1g,Gprc5c,Pou4f1,Pkd1l2
684,Nms,Csf2rb,Slc24a4,Cxcl10,Pax5,Dhh,Oasl1,Shisa9,Actl6b,Cenpe,Lhfpl5,Cd55,Fxyd6,Thap1,Dusp5,Ebf1,Gemin4,Lrrc9,Drc1,Myl2
685,Col19a1,Gvin1,Jak3,Lrg1,Itk,Drc3,Ptger1,Foxp3,Cdca3,Hspa1a,Gprc5c,Ccr6,Gpr179,Eps8l2,Fam216b,Mpzl2,Them5,Spag8,Nmbr,Zmynd10
686,Als2cl,Rhoh,Zic1,Grap2,Nudt17,Ifi209,Trarg1,Smim38,Rsph10b,Nat2,Spag8,Plbd1,Akain1,Lbp,Nfkbie,Nek5,Phf19,Il9r,Mzb1,Ascl2
687,Ifit3,Kcnj8,Kcnq4,Dnaic2,Cd40,Rassf9,Oas1a,AI987944,Myt1,Ccl4,Tmc8,Shisal1,Sp8,Pitpnm1,Cd3e,Kank3,Mpzl2,Lrguk,Ifi47,Cfap299
688,Odf3b,Mybpc1,Sox18,Gldn,Egfl8,Kif6,Mei4,Slc24a5,Apoc1,Spdl1,Tnf,Iigp1,Steap2,Trim34a,Stra6,H2-Q2,Ajuba,Pih1d2,Stat4,Ctla2a
689,Zik1,Mns1,Plin4,Cd5,Calml4,Vwf,Clec12b,Itgb2,Acta2,Car5a,Lrguk,Mycl,Snca,Zc3hav1,Catip,Ak8,Col6a1,Sapcd2,Wdr66,Cmah
690,Lrguk,Trbc1,Grasp,Tmem131l,Syt17,H2-DMb2,F9,Chrne,Zfp951,Susd5,Tspan32,Ifit1,Lmo4,Gbp5,Tnnt1,Zbtb42,BC030867,Cxcr5,Stap1,Ppp1r32
691,Hif3a,Inava,Sco2,Otp,Prickle3,Izumo1r,Rasal1,Fsip1,Vip,Mrgprh,Dpt,Nckap1l,Ccl4,Cdca3,Lrrc43,Cd300lb,Tnfrsf17,Dnaic2,Trpc4,Ccdc60
692,Ier5,Ttc21a,Nkx6-2,Drc3,Lypd1,Foxf1,Ccdc170,Gad1,Rtp4,Fam81b,Sapcd2,Mzb1,Grb10,Batf3,Cd5,Phf19,Mroh5,Grap2,Fam183b,Chia1
693,Armc2,Rubcnl,Atp2b4,Sprr1a,Fcer2a,Slc18a3,Gpr179,Ccdc136,Dennd6b,Lrrc23,Foxm1,Cxcr5,Zfp318,Cmpk2,Ifi47,Bcl11a,Trarg1,Cd5,Mia,Meig1
694,Sco2,Tcf7,Rsph10b,Dhh,Adam33,Egr2,Tex29,Ttc16,Ppil6,Phf19,Cpne7,Cfap65,Sypl2,Htra1,Ccdc65,Cd5l,Csrp3,Eno4,Vwa5b1,Wdr49
695,Ccdc114,Tk1,Irf7,Rassf9,Fhad1,Mapk15,Ccl1,Grifin,Map4k1,Snai1,Dnaic2,Cfap74,Lingo4,Folr1,Th,Mmp13,Vmn2r57,Trim7,Spata33,Cxcl13
696,Otp,Itgb7,Sox10,Ifi209,Ttc21a,Trbc1,Il27,Samd3,Col24a1,Cdkn1a,Grap2,Dnaic2,Npy,Olfr558,Dynlrb2,Neurl1b,Gfra3,Drc3,Ccn1,Cr2
697,Prkd2,Oprd1,Dusp1,Kif6,Ccdc151,Cacng5,Daw1,Bin2,Nkx6-1,Stoml3,Dnah9,Grap2,Tsga10,Nyap1,Tekt1,Gzma,Fbxl13,Otp,Aldh1a2,Cfap61
698,Lgi3,Zik1,Atp13a5,Cfap54,Sh2d2a,Ccdc153,Cyb5r2,Dok2,Hspa1a,Cd53,Ccl12,Postn,Tctn1,Hoxd11,Rsph1,Klrb1a,Mnx1,Sprr1a,Cfap126,Dusp5
699,Spag8,Calca,Baiap3,H2-DMb2,Casq1,Filip1l,Jph2,Gpr179,Cdkl1,Ptpn7,Cd5,Tmem114,Pnma3,Clstn2,Gja4,Igkv8-30,Ccl22,Ctla2a,Hcrtr1,Ak7
700,Gadd45g,Pkd2l1,Fos,Izumo1r,Smim5,Ttll9,Marveld3,Cavin1,Icam2,Iqgap2,Mlip,Star,Zcchc12,Gpc1,Ifi27l2a,Rhd,Nme5,Ifi209,Fam129c,Scnn1a
701,Spef1,Sema3e,Fgd5,Cd22,Cd4,Calml4,Tgtp1,Ascc1,Stk36,Hist1h2ae,Clec14a,Kcnj14,Susd5,Nfkb2,Ngfr,Plin5,Tnfsf9,Rassf9,Ccbe1,Dnah11
702,Clmn,Cd55,Eng,Egr2,Syt10,Egfl8,Kcnh4,Wdr78,Tnfaip8l3,Pacrg,Cyp1b1,Flnc,Rsph9,Psmb9,F2r,Slc30a2,Pheta2,Ifi47,Fcmr,Flna
703,Ttll9,Pdyn,Zfp366,Mapk15,Itih2,Hist1h2ae,Ahsg,Clec18a,Pdlim3,Hydin,Zmynd15,Ccl5,Tenm2,Ccl19,Rassf9,Pla2g4f,Colec10,Myoc,Ccl3,Ccdc81
704,Rab38,Spib,Slc4a9,Slc18a3,Oprd1,Tk1,Matn1,Klrb1a,Kcnj9,Meig1,Spn,Cd5,Oasl1,Arhgef18,Enkur,Col8a2,Slc22a6,Izumo1r,Trh,Grp
705,Ascc1,Lhfpl5,Isg15,Pou2af1,Zik1,Adam33,Mpzl2,S100a2,Kank3,Ankrd66,Arhgap30,Ccbe1,Serping1,Espn,Ccn1,Gtse1,Camp,H2-DMb2,Gper1,Ubash3a
706,Efcab12,Spag8,Hif3a,Ccdc153,C1s1,Ccdc96,Bhlhe22,Pcdhb6,Slc24a4,Slc14a2,Sema3g,Fcmr,Ccdc30,Dnah7b,Car3,Hspa12b,Xirp1,Cfap54,Prrt4,Cdhr3
707,Tnr,Lrguk,Iqgap1,Acan,Slc1a5,Iglc3,A3galt2,Gabre,Drc1,Syt15,Otp,Drc3,Grik3,Sema3f,Chodl,Nek2,Hoxa13,Stap1,Inava,Vwa3a
708,Ccdc162,Spef2,Bbox1,Mycbpap,Unc5cl,Itgax,Ribc1,Eppk1,Top2a,Pde6b,Sprr1a,Dhh,Sv2c,Tmod1,Acap1,Nrk,March10,Zbp1,Hrk,Ubxn10
709,Ccdc65,Rfx2,Nos1,Calml4,Cyp26b1,Sema3e,Pbk,Plekha7,Stab1,Fabp4,Dhh,Otp,Nat2,Ywhag,Egr2,Sh3rf2,Clec12b,Slc18a3,Csf2rb,Lmod1
710,Npas1,Sapcd2,Lmo3,Tk1,Ccr6,Gimap9,Foxf1,Ascl2,Snx20,Spata18,Drc3,Prrt4,Kcnk3,Col13a1,Prelp,Cdkn2a,Armc4,Mapk15,Lrrc10b,Tcf7l2
711,B3gnt4,Tmc8,Col9a2,Acta2,Cd55,Itih2,Pbx4,Akr1b7,Shisa5,Dnah5,Iqgap2,Cxcr4,Socs1,Kcnj8,Myom1,Rab38,Zpbp,Hist1h1b,Nudt17,Zc3h12d
712,Pou2f2,Slc36a2,Cpne4,Adam33,Uts2,Runx3,Armh1,Aldh3b2,Zcchc12,Tmem232,Rassf9,Ifit3b,Sh2d5,Inpp5d,Ntn4,Ntn5,Grhl3,Neu4,Cnr2,Kcnmb1
713,Ano1,Lilrb4a,Fam43a,Des,Spag8,Mef2c,E2f8,Gzma,Mef2c,Cfap157,Vwf,Gper1,Map3k1,Sox11,Efcab1,Aoc3,Cyp11b1,Ccdc153,Sctr,Cfap47
714,Zmynd10,Cd4,Mcam,Ccdc96,Lrrc9,Gjd2,Trp73,Tmem35a,Thbs2,Piwil2,Kif6,Vcan,Cd69,Gimap1,Ccdc153,Vmn2r57,Mei4,Il4i1,Kcnj8,Sypl2
715,Efcab1,Grap2,Fa2h,Col28a1,Ly6d,Rfx2,Hist1h1t,Slc6a16,Ifit3b,Pcdhb6,Ajuba,Cfap54,Magix,Dgka,Col11a1,Ifit2,Igkv1-122,Mybpc1,Tcf7l2,Rgs1
716,Kcna1,Dnaic2,Slc22a8,Plcxd3,Cpne7,Rph3al,F10,Clec4d,Gper1,Pklr,Tgm1,Izumo1r,AA467197,Trim14,Stat4,Slc22a6,Ms4a4a,Ttll9,Mns1,Fam92b
717,Ccdc141,Drc1,Crabp1,Iglc3,Lrguk,Col20a1,Lox,Slc30a2,Itih3,Ccdc170,Cfap54,H2-DMb2,Pnpla3,Fam47e,Wdr66,Efcc1,Usp18,Amigo2,Hbb-bs,Cxcr4
718,Fam183b,Sfrp4,Tsga10,Sema3e,Egr3,Ly6d,Ccl2,Treml1,Inha,Dnah7b,H2-DMb2,Lypd6,Ifi27l2a,Pifo,Trpc4,Hist2h2aa1,Cdkn1a,Calml4,Lypd1,Tekt1
719,Col15a1,Neurl1b,Bcam,Smim5,Sash3,Drc1,Cnn1,Sis,Foxd1,Pi15,Mndal,Ttn,Carmil2,Gpr20,Crip1,Nccrp1,Ifi209,Mycbpap,Nfkbie,Cnr2
720,Tnfaip8l3,Sla,Abcb1a,Clec14a,Foxm1,Top2a,Adap2,Cd7,Adamts20,Rsph14,Mapk15,Egr2,Kif6,Armh1,Inhba,Dapl1,Wfdc18,Egfl8,AA467197,Lrrc74b
721,F2r,Cxcl9,Wdr90,Runx3,Hist1h1b,Tcim,Samd13,Uba7,Smim38,Dytn,Slc18a3,Mapk15,Grifin,Itih3,Uhrf1,Grm6,Rnf138rt1,Fbln5,Stra6,Dnah10
722,Mapk15,Lbp,Pcsk1,Itih2,Neurl1b,Mzb1,Utf1,Dsp,Lat2,Htr5b,Foxf1,Pcsk1,Traf3ip2,Sgtb,Fam183b,Pbk,Wdr63,Hist1h2ae,Kif9,Lrriq1
723,Mak,Sash3,Foxq1,Gimap9,Dnaic2,Sfrp4,Cemip2,Slc26a7,Togaram2,Prickle3,Egr2,Pirb,Grm8,BC030867,Hist1h2ae,Il12rb2,Lhcgr,Tk1,Ttc21a,Spag6l
724,Mpzl1,Eno4,Myh9,Igfbp6,Mlip,Ifit1,Tlr11,Tdrd12,Ifi211,Fli1,Mycl,Ccdc153,Plin4,Gvin1,Spata33,Epcam,Strc,Psd4,Fhad1,Ms4a6c
